Name,WIGOS ID,Type,Elevation (m),Status,GBON,Latitude,Longitude,OSCAR URL
Williamsfield,0-388-342-78397,Surface AWS,396,Closed,No,18.064752,-77.466258,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113143
Williamsfield,0-388-854-78397,Surface AWS,76,Closed,No,18.32166667,-78.065,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128504
Williamsfield,0-388-660-78397,Surface AWS,116,Closed,No,18.425,-77.855556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126788
Williamsfield Nursery,0-388-343-78397,Surface AWS,427,Closed,No,18.07,-77.458333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113144
Wilton,0-388-428-78397,Surface AWS,305,Closed,No,18.425,-77.379167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118701
Winchester,0-388-753-78397,Surface AWS,13,Closed,No,17.932943,-76.293128,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127785
Windsor,0-388-605-78397,Surface AWS,152,Closed,No,18.172086,-77.698311,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126541
Windsor,0-388-795-78397,Surface AWS,98,Closed,No,18.351229,-77.64831,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128057
Windsor,0-388-381-78397,Surface AWS,46,Closed,No,18.10611111,-76.452778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113846
Windsor,0-388-59-78397,Surface AWS,21,Unknown,No,17.97388889,-76.973333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110947
Windsor Castle,0-388-708-78397,Surface AWS,533,Closed,No,18.26388889,-76.961111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127375
Windsor Lodge,0-388-209-78397,Surface AWS,37,Closed,No,17.91388889,-77.272222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112111
Windsor Park,0-388-547-78397,Surface AWS,21,Closed,No,17.973772,-76.973248,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122140
Woodford,0-388-28-78397,Surface AWS,789,Operational,No,18.068611,-76.745556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110708
Work Yard,0-388-429-78397,Surface AWS,12,Closed,No,18.406884,-77.116848,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118702
Worthy Park,0-388-60-78397,Surface AWS,375,Operational,No,18.14305556,-77.14916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110954
Worthy Park Met Stn,0-388-548-78397,Surface AWS,374,Closed,No,18.14305556,-77.14916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/122141
Yallahs,0-388-754-78397,Surface AWS,5,Closed,No,17.881416,-76.593393,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127786
Yallahs,0-388-82-78397,Surface AWS,5,Closed,No,17.88259,-76.594469,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111033
Ys,0-388-606-78397,Surface AWS,27,Closed,No,18.1406,-77.826776,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126542
